keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
http://t.co/jQb31e2RY5,LINK,0,1354,227,959,Follow Amazon and retweet for a chance to win http://t.co/SZrvmQDi6t Rules https://t.co/B6mNHbRMLS #AmazonSweeps http://t.co/jQb31e2RY5,1354,227,959,Amazon,29/05/2015
http://t.co/c42H8BNPpa,LINK,0,915,1038,958,Halloween is only 9 months away... http://t.co/c42H8BNPpa http://t.co/43EtPmPllq,915,1038,958,Amazon,7/4/2015
http://t.co/43EtPmPllq,LINK,0,915,1038,958,Halloween is only 9 months away... http://t.co/c42H8BNPpa http://t.co/43EtPmPllq,915,1038,958,Amazon,27/01/2015
http://t.co/XuUbfQ7L8p,LINK,0,1362,196,953,RT Amazon3PSellers: Follow + RT for a chance to win a GripGear Stabilizer!http://t.co/XuUbfQ7L8phttp://t.co/Wel8EtfB1m#AmazonSweeps htt�,1362,196,953,Amazon,28/05/2015
http://t.co/Wel8EtfB1m,LINK,0,1362,196,953,RT Amazon3PSellers: Follow + RT for a chance to win a GripGear Stabilizer!http://t.co/XuUbfQ7L8phttp://t.co/Wel8EtfB1m#AmazonSweeps htt�,1362,196,953,Amazon,29/05/2015
https://t.co/oQL5yyPBbg,LINK,0,793,1227,944,RT NickelodeonTV: Not near a TV? Check out the live stream of #KCA thanks to AmazonFire!  https://t.co/oQL5yyPBbg,793,1227,944,Amazon,2/2/2015
live stream,OTHER,0,793,1227,944,RT NickelodeonTV: Not near a TV? Check out the live stream of #KCA thanks to AmazonFire!  https://t.co/oQL5yyPBbg,793,1227,944,Amazon,9/5/2015
@AmazonFire,USERNAME,0,793,1227,944,RT NickelodeonTV: Not near a TV? Check out the live stream of #KCA thanks to AmazonFire!  https://t.co/oQL5yyPBbg,793,1227,944,Amazon,22/04/2015
http://t.co/b2QEGtHMB4,LINK,0,1337,161,925,Follow Amazon and retweet for a chance to win http://t.co/LAvGrZrJak Rules https://t.co/s1VhSQKD4X #AmazonSweeps http://t.co/b2QEGtHMB4,1337,161,925,Amazon,2/6/2015
Rules https,OTHER,0.220775872,1337,161,925,Follow Amazon and retweet for a chance to win http://t.co/LAvGrZrJak Rules https://t.co/s1VhSQKD4X #AmazonSweeps http://t.co/b2QEGtHMB4,1337,161,925,Amazon,12/1/2015
http://t.co/LAvGrZrJak,LINK,0,1337,161,925,Follow Amazon and retweet for a chance to win http://t.co/LAvGrZrJak Rules https://t.co/s1VhSQKD4X #AmazonSweeps http://t.co/b2QEGtHMB4,1337,161,925,Amazon,18/05/2015
https://t.co/s1VhSQKD4X,LINK,0,1337,161,925,Follow Amazon and retweet for a chance to win http://t.co/LAvGrZrJak Rules https://t.co/s1VhSQKD4X #AmazonSweeps http://t.co/b2QEGtHMB4,1337,161,925,Amazon,7/12/2014
#AmazonPrime,HASHTAG,2.58E-06,624,1480,918,RT catastrophe_tv: #CatastropheTV is here! Stream all episodes only on #AmazonPrime: http://t.co/N8hajnb6o7https://t.co/tCZsFkoNqd,164,767,375,Amazon,4/5/2015
http://t.co/yJq3SSgmj7,LINK,0,1316,176,916,RT Amazon3PSellers: Follow + RT for a chance to win: jackeryinc signed by Money23Green http://t.co/yJq3SSgmj7http://t.co/dfkBlXi8wO ht�,1316,176,916,Amazon,4/3/2015
http://t.co/dfkBlXi8wO,LINK,0,1316,176,916,RT Amazon3PSellers: Follow + RT for a chance to win: jackeryinc signed by Money23Green http://t.co/yJq3SSgmj7http://t.co/dfkBlXi8wO ht�,1316,176,916,Amazon,5/6/2015
http://t.co/W004n48opu,LINK,0,1318,134,903,Follow Amazon and retweet for a chance to win http://t.co/JAtFwveAMn Rules https://t.co/ihclSvnjYu #AmazonSweeps http://t.co/W004n48opu,1318,134,903,Amazon,31/03/2015
https://t.co/ihclSvnjYu,LINK,0,1318,134,903,Follow Amazon and retweet for a chance to win http://t.co/JAtFwveAMn Rules https://t.co/ihclSvnjYu #AmazonSweeps http://t.co/W004n48opu,1318,134,903,Amazon,27/05/2015
http://t.co/JAtFwveAMn,LINK,0,1318,134,903,Follow Amazon and retweet for a chance to win http://t.co/JAtFwveAMn Rules https://t.co/ihclSvnjYu #AmazonSweeps http://t.co/W004n48opu,1318,134,903,Amazon,28/05/2015
http://t.co/j8CKCtzkCD,LINK,0,1281,197,901,RT Amazon3PSellers: Follow + RT for a chance to win a Money23Green special edition jackeryinc!http://t.co/j8CKCtzkCD#AmazonSweeps http�,1281,197,901,Amazon,31/03/2015
#StarWarsDay,HASHTAG,3.24E-11,733,1177,881,There aren't enough scoundrels (or towels) in your life #StarWarsDay http://t.co/vRSSp4gRrE http://t.co/LKdqzmUcDb,113,193,141,Amazon,8/12/2014
celebrate,OTHER,0.163095245,743,1118,870,March is National Reading Month and we're going to celebrate by sharing 100 Books to Read in a Lifetime. #100Books,165,220,184,Amazon,18/06/2015
https://t.co/cBXt5XVYc1,LINK,0,1265,136,869,Follow Amazon and retweet for a chance to win http://t.co/xju61IFD1F Rules https://t.co/cBXt5XVYc1 #AmazonSweeps http://t.co/ajtIw5DJXb,1265,136,869,Amazon,14/05/2015
http://t.co/xju61IFD1F,LINK,0,1265,136,869,Follow Amazon and retweet for a chance to win http://t.co/xju61IFD1F Rules https://t.co/cBXt5XVYc1 #AmazonSweeps http://t.co/ajtIw5DJXb,1265,136,869,Amazon,24/02/2015
http://t.co/ajtIw5DJXb,LINK,0,1265,136,869,Follow Amazon and retweet for a chance to win http://t.co/xju61IFD1F Rules https://t.co/cBXt5XVYc1 #AmazonSweeps http://t.co/ajtIw5DJXb,1265,136,869,Amazon,2/6/2015
http://t.co/eWsI65JvaI,LINK,0,947,720,867,RT amazongames: Here it is: The #Fallout4 Pip-Boy Edition coming 11/10/15 for $119.99. PS4 link: http://t.co/eWsI65JvaI http://t.co/V3Wd�,947,720,867,Amazon,7/4/2015
http://t.co/Ht3SrB7FxW,LINK,0,1223,190,861,RT Amazon3PSellers: Retweet / Follow for a chance to win this Photive Charger! NoPurchNec #AmazonGiveaway Rules: http://t.co/Ht3SrB7FxW ht�,1223,190,861,Amazon,16/06/2015
http://t.co/qbADuBxdBR,LINK,0,1238,143,854,RT for a chance to win from Rem4Men http://t.co/nFaMN8n8tx NoPurchNec #AmazonGiveaway Rules:https://t.co/5OSeGt0b3F http://t.co/qbADuBxdBR,1238,143,854,Amazon,9/12/2014
http://t.co/nFaMN8n8tx,LINK,0,1238,143,854,RT for a chance to win from Rem4Men http://t.co/nFaMN8n8tx NoPurchNec #AmazonGiveaway Rules:https://t.co/5OSeGt0b3F http://t.co/qbADuBxdBR,1238,143,854,Amazon,9/5/2015
https://t.co/m8jxuWB2Ll,LINK,0,1205,191,849,RT for a chance to win this GreenPaxx prize pack http://t.co/4oRNFtrqGn Rules https://t.co/m8jxuWB2Ll #AmazonSweeps http://t.co/KATIVkPjnK,747,119,527,Amazon,25/02/2015
#MayThe4thBeWithYou,HASHTAG,-8.83E-06,714,1105,845,This is the measuring cup set you were looking for http://t.co/F8eGRrVAZU #MayThe4thBeWithYou http://t.co/UO0ozpKnMH,157,273,197,Amazon,9/4/2015
https://t.co/v7PSyBGwm2,LINK,0,1175,142,813,Follow amazon and RT for a chance to win http://t.co/0SXxXtpRHk #AmazonSweeps Rules: https://t.co/v7PSyBGwm2 http://t.co/9YF7Kl8M4z,1175,142,813,Amazon,22/06/2015
http://t.co/0SXxXtpRHk,LINK,0,1175,142,813,Follow amazon and RT for a chance to win http://t.co/0SXxXtpRHk #AmazonSweeps Rules: https://t.co/v7PSyBGwm2 http://t.co/9YF7Kl8M4z,1175,142,813,Amazon,10/4/2015
http://t.co/9YF7Kl8M4z,LINK,0,1175,142,813,Follow amazon and RT for a chance to win http://t.co/0SXxXtpRHk #AmazonSweeps Rules: https://t.co/v7PSyBGwm2 http://t.co/9YF7Kl8M4z,1175,142,813,Amazon,19/05/2015
http://t.co/SPVIViZ5YI,LINK,0,881,644,798,Take a nap anytime�anywhere! http://t.co/SPVIViZ5YI http://t.co/cukHac1AWs,881,644,798,Amazon,16/03/2015
http://t.co/cukHac1AWs,LINK,0,881,644,798,Take a nap anytime�anywhere! http://t.co/SPVIViZ5YI http://t.co/cukHac1AWs,881,644,798,Amazon,4/12/2014
http://t.co/mFctZWooW3,LINK,0,1158,128,797,RT for a chance to win from Rem4Men https://t.co/sFDxVarIIl NoPurchNec #AmazonGiveaway Rules https://t.co/DdTHpMZwOl http://t.co/mFctZWooW3,1158,128,797,Amazon,20/02/2015
http://t.co/PoSNJifec0,LINK,0,1136,158,793,RT Amazon3PSellers: RT/Follow for a chance to win this Plugable Outlet/Charger! NoPurchNec #AmazonGiveaway Rules: http://t.co/PoSNJifec0 �,1136,158,793,Amazon,18/02/2015
