keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop
http://t.co/FwGXdotjr0,LINK,0,238,151,207,"Happy 100th birthday to Paul Rand, renowned designer &amp; IBM logo creator: http://t.co/h86uAnrMQD http://t.co/FwGXdotjr0",238,151,207
@MuseumofCityNY,USERNAME,0,318,305,312,"Proud to be a sponsor of ""Everything is Design"" exhibit at the @MuseumofCityNY, including #PaulRand's IBM logo work https://t.co/ZjmBZ6tSDK",122,124,122
Leonard Nimoy,OTHER,0,134,68,110,RT @IBMResearch: RIP Leonard Nimoy http://t.co/CSFPYU8pnU http://t.co/QCxclP7QLG,134,68,110
http://t.co/e7WfPE6Rqi,LINK,0,153,128,144,RT @Wimbledon: The new http://t.co/ih9Ut6xRvs has come to life :) Have a look... http://t.co/e7WfPE6Rqi #WimbledonAwaits http://t.co/Ia6BJL•À_,153,128,144
cloud computing,OTHER,0.041664467,189,107,158,"""One of the most substantial partnerships in the history of cloud computing."" -@levie http://t.co/DZa6RY73nh http://t.co/aca0BrjV0p",122,69,103
#design,HASHTAG,0.013119048,206,187,196,Designer Paul Rand's original sketch for the IBM rebus logo: http://t.co/FPuM5ej62W (Photo credit: @jarjop)  #design http://t.co/ZhbZMtUwBA,106,74,94
#SXSW,HASHTAG,7.25E-05,445,188,339,"RT @ibmdesign: ""This pretty much sums up my point of view on design."" @stateny at #ibmdesign #SXSW2015 #SXSW http://t.co/JvzzP4Osx2",52,37,46
@IBMAnalytics,USERNAME,0,463,157,352,RT @IBMAnalytics: #IBMandTwitter deliver the first cloud data services with Twitter built-in http://t.co/lwKQjIohxD http://t.co/uMzEqnThuf,193,62,147
#SmarterCommerce,HASHTAG,0.061250001,198,44,142,IBM acquires @Silverpop to make personalization easier for any marketer http://t.co/86eRjFmdzO #SmarterCommerce,92,20,66
http://t.co/tbomiy96Yj,LINK,0,190,125,166,"One tweet won't tell you much, but millions can tell you plenty http://t.co/tbomiy96Yj #NewWayToWork #IBMandTwitter http://t.co/nj5pbNtClZ",65,46,58
http://t.co/fiHHnTuH4S,LINK,0,191,80,151,Watson joins doctors in the fight against Cancer. Learn more about @IBMWatson for Oncology: http://t.co/fiHHnTuH4S http://t.co/yySHmaPx8T,115,50,92
beloved keyboards,OTHER,0.788900018,344,245,309,Remember these? The story one of the most beloved keyboards of all time•À_http://t.co/JBh2BFEnq0•À_via @verge http://t.co/QddZthBd9n,344,245,309
#WorldCancerDay,HASHTAG,-0.307638889,346,122,264,RT @IBMWatson: See how #IBMWatson is helping in the fight against cancer. http://t.co/wPZXZ3zy6n #WorldCancerDay via @SmarterPlanet http://•À_,97,31,73
#AppleAndIBM,HASHTAG,0,197,76,154,"Apple, IBM working with Japan Post to transform elder care in Japan: http://t.co/060jl4M4th #AppleAndIBM http://t.co/1RMZUSQm9O",197,76,154
beautiful,OTHER,0.131168531,269,157,225,IBM Research Center makes list of most beautiful science labs in the world. http://t.co/0orY0hpriE Thx @Gizmodo! http://t.co/yOWaaBp6ho,78,51,68
@Gizmodo,USERNAME,0.050312499,307,200,267,RT @Gizmodo: IBM's new brain-like chip squeezes one million neurons onto a stamp http://t.co/d6eLYNchSW http://t.co/XEiHuVNKnB,160,94,136
http://t.co/QddZthBd9n,LINK,0,344,245,309,Remember these? The story one of the most beloved keyboards of all time•À_http://t.co/JBh2BFEnq0•À_via @verge http://t.co/QddZthBd9n,344,245,309
Good,OTHER,0.350000004,207,119,174,Good design is (still) good business. Overview of the @IBMdesign approach by @adam_cutler: http://t.co/0UXMhIHAR5 http://t.co/NQeHI8HxVs,79,47,67
best,OTHER,0.021346739,640,276,499,RT @smb2b: B2B Companies w/ the best engagment rate on Instagram are @IBM @MailChimp and @Infusionsoft. See the rest: http://t.co/E8ZxdVpSuy,67,7,46
latest,OTHER,-0.025038489,733,296,570,Preview James Murphy's latest remix made w/ tennis data http://t.co/n5e8MtaO9u via @VICE #IBMSessions http://t.co/JbhdeNt74G,84,7,57
http://t.co/JjiLIMKtsm,LINK,0,347,408,368,Here's more on our landmark collaboration with @Twitter: http://t.co/JjiLIMKtsm  #IBMandTwitter http://t.co/ckk88JxZEc,347,408,368
golden age,OTHER,0.166666669,300,160,250,The golden age of quantum computing research is upon us. http://t.co/8nlhk0eGV4 via @FastCompany #IBMResearch http://t.co/yE7q3HyCuE,102,52,84
@smarterplanet,USERNAME,-3.64E-16,303,121,229,The end of Moore's Law &amp; the search for the next switch http://t.co/1izMFRAoqc via @smarterplanet http://t.co/W84nletqBY,39,26,34
@IBMDesign,USERNAME,1.51E-07,384,246,331,"""Design is the silent ambassador of your brand."" -Paul Rand cc @IBMDesign http://t.co/m6mOcX7riw",98,73,89
http://t.co/JuJFsmJEzF,LINK,0,199,79,156,Tim Cook: Here's how IBM is going to help us http://t.co/JuJFsmJEzF via @businessinsider http://t.co/wirJn6ZhXV,199,79,156
@forbes,USERNAME,4.96E-06,541,210,421,IBM cloud services is now a $7.7 billion business growing at 75% http://t.co/zmNH6L3puv via @forbes http://t.co/mP4wT8nrvT,137,50,106
@BoxHQ,USERNAME,0,826,1542,1075,We're teaming up with @BoxHQ to transform the way we work in the cloud. More at: http://t.co/9CQqxRbO3T http://t.co/J0xFriVLzA,576,1275,820
#IBMVerse,HASHTAG,6.35E-04,436,167,338,Our worst email habits in pictures. http://t.co/pqbE5s2MgK Time for a change.  #IBMVerse #newwaytowork http://t.co/5YdAZRPewm,123,40,93
#IBMhistory,HASHTAG,0,426,71,301,"On this day in 1981, the IBM Personal Computer was introduced http://t.co/zfD0jVnaob  #IBMhistory http://t.co/D8ML54nMS2",426,71,301
#ibm,HASHTAG,0.003289585,385,126,287,"RT @coastw: Ginni opens IBM Design Studio in Austin. ""A world transformed by data needs design thinking"" #ibmdesign #ibm http://t.co/DtuBMa•À_",85,37,68
@IDC,USERNAME,0,170,43,125,RT @IBMcloud: BREAKING: @IDC ranks IBM No. 1 preferred provider of #IaaS cloud by enterprises •À_ http://t.co/nBv8p1rjhZ http://t.co/B44qVsCr•À_,151,40,112
#THINKForum,HASHTAG,-0.018156716,513,167,387,Ginni Rometty inspiring innovation and transformation at IBM's #THINKForum http://t.co/mJ5LO5ILkC,94,34,73
#IBMz,HASHTAG,6.11E-04,479,204,380,"Here's a closer look at the #z13 system, launched this week. #IBMz http://t.co/XF0sHHbCWK",118,53,95
#cancer,HASHTAG,-0.009659804,437,105,314,RT @MayoClinic: Mayo Clinic and @IBM will explore using #IBMWatson to match patients with clinical trials for #cancer research. http://t.co•À_,55,21,43
@ibmcloud,USERNAME,6.92E-05,490,142,357,RT @ibmcloud: We're ending 2014 the same way we started it: Global #cloud footprint expansion http://t.co/uj979oo48h http://t.co/252fyudwju,113,25,82
Things unit,OTHER,0.528900027,353,140,278,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278
#ChefWatson,HASHTAG,7.36E-11,877,400,698,11 food combinations you definitely want in your future http://t.co/ZAmUaVpQX9 via @BuzzFeed #ChefWatson http://t.co/FuIcf0iB62,62,26,49
Happy,OTHER,0.053261133,1170,609,963,"Happy 100th birthday to Paul Rand, renowned designer &amp; IBM logo creator: http://t.co/h86uAnrMQD http://t.co/FwGXdotjr0",238,151,207
new era,OTHER,0.008669672,218,88,162,"2.5 quintillion bytes of data are created every day, fueling a new era of computing: http://t.co/rQjg0FOK9b #BigData",40,16,31
problems,OTHER,-0.084972224,209,87,162,"""All of the problems of the world could be settled easily if we were only willing to THINK."" - Thomas J. Watson, Sr. https://t.co/M2cm3gHHag",56,35,48
@HarvardBiz,USERNAME,0.005444445,423,147,322,"""IBM is leading the integration of AI in industry"" - @HarvardBiz http://t.co/bn2maMY9ha  #IBMWatson http://t.co/Vs88m8smJM",91,30,69
Good design,OTHER,0.333333333,207,119,174,Good design is (still) good business. Overview of the @IBMdesign approach by @adam_cutler: http://t.co/0UXMhIHAR5 http://t.co/NQeHI8HxVs,79,47,67
Last week,OTHER,0.032620666,182,79,144,"Last week we released our #CIO study, today we released the #CMO study: http://t.co/e39STDO07d http://t.co/iBM729hq39",110,41,85
http://t.co/tL8RUFakUw,LINK,0,213,242,223,RT @BoxHQ: We're teaming up with @IBM to transform work in the cloud: https://t.co/HqqP5g8Tyz http://t.co/tL8RUFakUw,213,242,223
http://t.co/9CQqxRbO3T,LINK,0,613,1300,852,We're teaming up with @BoxHQ to transform the way we work in the cloud. More at: http://t.co/9CQqxRbO3T http://t.co/J0xFriVLzA,576,1275,820
ago today,OTHER,0,529,221,420,"50 years ago today, the IBM System/360 mainframe was introduced: http://t.co/gQxCbLZHwx  #Mainframe50 http://t.co/tppkkFwPCb",439,165,343
#WomenAtIBM,HASHTAG,0.027914218,534,248,426,She brought cognitive computing to the classroom to help teachers: http://t.co/pextKHL5yD #GirlsWithToys #WomenAtIBM http://t.co/gQoLYPPgYw,57,27,46
@washingtonpost,USERNAME,0.226666659,155,76,126,Brain-inspired chip could change how future computers are built http://t.co/3OYosZnA6P @washingtonpost #IBMResearch http://t.co/CXOuZrdirI,116,60,96
great,OTHER,0.030154818,259,137,205,RT @VentureBeat: Never mind Amazon. IBM's great blue hope is the cloud http://t.co/OrarzHcNkd by @jordannovet http://t.co/TpJT5LaLfz,55,34,47
http://t.co/cwKoRkNOEV,LINK,0,347,125,269,Released: CEO Ginni Rometty's letter to investors on IBM's year of transformation http://t.co/cwKoRkNOEV  #IBM2014AR http://t.co/Nt4HMELXan,234,86,182
medical community,OTHER,0.105049998,166,78,134,RT @IBMWatson: The medical community and #IBM are teaching Watson to help doctors treat cancer. http://t.co/gs3yq7wK7y via @NewsHour http:/•À_,83,39,67
breakthrough,OTHER,-0.005960341,294,166,244,This medical breakthrough began with leftover #Thanksgiving turkey: http://t.co/vn6K0qgrTF http://t.co/USApJ8iUWM,39,26,34
#MadeWithAtoms,HASHTAG,1.29E-07,375,108,276,"Today @IBMResearch presents 'The World's Smallest Movie,' •À_A Boy &amp; His Atom•À_ http://t.co/72TMfJeExa #MadeWithAtoms",125,31,92
http://t.co/2KcPyZL4ss,LINK,0,491,213,393,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301
http://t.co/75hWBAm0bP,LINK,0,300,119,236,IBM CEO Ginni Rometty &amp; Apple CEO Tim Cook unveil mobile enterprise partnership http://t.co/75hWBAm0bP http://t.co/6Nm9EbL5lP,300,119,236
