date,close
1.16778E+12,29.860001
1.16787E+12,29.809999
1.16796E+12,29.639999
1.16821E+12,29.93
1.1683E+12,29.959999
1.16839E+12,29.66
1.16847E+12,30.700001
1.16856E+12,31.209999
1.16891E+12,31.16
1.16899E+12,31.1
1.16908E+12,31
1.16916E+12,31.110001
1.16942E+12,30.719999
1.16951E+12,30.74
1.1696E+12,31.09
1.16968E+12,30.450001
1.16977E+12,30.6
1.17003E+12,30.530001
1.17012E+12,30.48
1.1702E+12,30.860001
1.17029E+12,30.559999
1.17037E+12,30.190001
1.17063E+12,29.610001
1.17072E+12,29.51
1.17081E+12,29.370001
1.17089E+12,29.26
1.17098E+12,28.98
1.17124E+12,28.940001
1.17132E+12,29.01
1.17141E+12,29.4
1.1715E+12,29.459999
1.17158E+12,28.74
1.17193E+12,28.83
1.17202E+12,29.35
1.1721E+12,29.389999
1.17219E+12,28.9
1.17245E+12,29.07
1.17253E+12,27.870001
1.17262E+12,28.17
1.17271E+12,28.09
1.17279E+12,27.76
1.17305E+12,27.549999
1.17314E+12,27.83
1.17323E+12,27.610001
1.17331E+12,27.32
1.1734E+12,27.290001
1.17366E+12,27.440001
1.17374E+12,26.719999
1.17383E+12,27.4
1.17392E+12,27.280001
1.174E+12,27.33
1.17426E+12,27.83
1.17435E+12,27.84
1.17444E+12,28.52
1.17452E+12,28.27
1.17461E+12,28.02
1.17487E+12,28.219999
1.17495E+12,27.719999
1.17504E+12,27.639999
1.17513E+12,27.75
1.17521E+12,27.870001
1.17547E+12,27.74
1.17556E+12,27.870001
1.17564E+12,28.5
1.17573E+12,28.549999
1.17608E+12,28.57
1.17616E+12,28.4
1.17625E+12,28.110001
1.17634E+12,28.540001
1.17642E+12,28.610001
1.17668E+12,28.73
1.17677E+12,28.85
1.17685E+12,28.6
1.17694E+12,28.690001
1.17703E+12,29.02
1.17729E+12,28.780001
1.17737E+12,28.790001
1.17746E+12,28.99
1.17755E+12,29.1
1.17763E+12,30.120001
1.17789E+12,29.940001
1.17798E+12,30.4
1.17806E+12,30.610001
1.17815E+12,30.969999
1.17824E+12,30.559999
1.1785E+12,30.709999
1.17858E+12,30.75
1.17867E+12,30.780001
1.17876E+12,30.58
1.17884E+12,30.889999
1.1791E+12,30.969999
1.17919E+12,30.9
1.17927E+12,31.07
1.17936E+12,30.98
1.17945E+12,30.83
1.17971E+12,31.049999
1.17979E+12,30.690001
1.17988E+12,30.58
1.17996E+12,30.17
1.18005E+12,30.48
1.1804E+12,30.790001
1.18048E+12,31.110001
1.18057E+12,30.690001
1.18066E+12,30.59
1.18092E+12,30.719999
1.181E+12,30.58
1.18109E+12,30.290001
1.18117E+12,29.620001
1.18126E+12,30.049999
1.18152E+12,30.02
1.18161E+12,29.85
1.18169E+12,30.389999
1.18178E+12,30.52
1.18187E+12,30.49
1.18212E+12,30.51
1.18221E+12,30.459999
1.1823E+12,30.01
1.18238E+12,30.219999
1.18247E+12,29.49
1.18273E+12,29.49
1.18282E+12,29.52
1.1829E+12,29.870001
1.18299E+12,29.83
1.18308E+12,29.469999
1.18333E+12,29.74
1.18342E+12,30.02
1.18359E+12,29.99
1.18368E+12,29.969999
1.18394E+12,29.870001
1.18403E+12,29.33
1.18411E+12,29.49
1.1842E+12,30.07
1.18428E+12,29.82
1.18454E+12,30.030001
1.18463E+12,30.780001
1.18472E+12,30.92
1.1848E+12,31.51
1.18489E+12,31.16
1.18515E+12,31.190001
1.18524E+12,30.799999
1.18532E+12,30.709999
1.18541E+12,29.98
1.18549E+12,29.389999
1.18575E+12,29.4
1.18584E+12,28.99
1.18593E+12,29.299999
1.18601E+12,29.52
1.1861E+12,28.959999
1.18636E+12,29.540001
1.18644E+12,29.549999
1.18653E+12,30
1.18662E+12,29.299999
1.1867E+12,28.709999
1.18696E+12,28.629999
1.18705E+12,28.27
1.18714E+12,28.1
1.18722E+12,27.809999
1.18731E+12,28.25
1.18757E+12,28.26
1.18765E+12,28.07
1.18774E+12,28.219999
1.18783E+12,28.299999
1.18791E+12,28.809999
1.18817E+12,28.49
1.18826E+12,27.93
1.18835E+12,28.59
1.18843E+12,28.450001
1.18852E+12,28.73
1.18886E+12,28.809999
1.18895E+12,28.48
1.18904E+12,28.91
1.18912E+12,28.440001
1.18938E+12,28.48
1.18947E+12,28.93
1.18956E+12,28.93
1.18964E+12,29.16
1.18973E+12,29.040001
1.18999E+12,28.73
1.19007E+12,28.93
1.19016E+12,28.67
1.19025E+12,28.42
1.19033E+12,28.65
1.19059E+12,29.08
1.19068E+12,29.559999
1.19076E+12,29.5
1.19085E+12,29.49
1.19094E+12,29.459999
1.1912E+12,29.77
1.19128E+12,29.700001
1.19137E+12,29.450001
1.19146E+12,29.709999
1.19154E+12,29.84
1.1918E+12,29.84
1.19189E+12,30.1
1.19197E+12,30.23
1.19206E+12,29.91
1.19215E+12,30.17
1.19241E+12,30.040001
1.19249E+12,30.32
1.19258E+12,31.08
1.19267E+12,31.16
1.19275E+12,30.17
1.19301E+12,30.51
1.1931E+12,30.9
1.19318E+12,31.25
1.19327E+12,31.99
1.19336E+12,35.029999
1.19362E+12,34.57
1.1937E+12,35.57
1.19379E+12,36.810001
1.19388E+12,37.060001
1.19396E+12,37.060001
1.19422E+12,36.73
1.19431E+12,36.41
1.19439E+12,35.52
1.19448E+12,34.740002
1.19457E+12,33.73
1.19483E+12,33.380001
1.19491E+12,34.459999
1.195E+12,33.93
1.19508E+12,33.759998
1.19517E+12,34.09
1.19543E+12,33.959999
1.19552E+12,34.580002
1.1956E+12,34.23
1.19578E+12,34.110001
1.19604E+12,32.970001
1.19612E+12,33.060001
1.19621E+12,33.700001
1.19629E+12,33.59
1.19638E+12,33.599998
1.19664E+12,32.919998
1.19673E+12,32.77
1.19681E+12,34.150002
1.1969E+12,34.549999
1.19699E+12,34.529999
1.19724E+12,34.759998
1.19733E+12,34.099998
1.19742E+12,34.470001
1.1975E+12,35.220001
1.19759E+12,35.310001
1.19785E+12,34.389999
1.19794E+12,34.740002
1.19802E+12,34.790001
1.19811E+12,35.52
1.1982E+12,36.060001
1.19845E+12,36.580002
1.19863E+12,36.610001
1.19871E+12,35.970001
1.1988E+12,36.119999
1.19906E+12,35.599998
1.19923E+12,35.220001
1.19932E+12,35.369999
1.1994E+12,34.380001
1.19966E+12,34.610001
1.19975E+12,33.450001
1.19984E+12,34.439999
1.19992E+12,34.330002
1.20001E+12,33.91
1.20027E+12,34.389999
1.20036E+12,34
1.20044E+12,33.23
1.20053E+12,33.110001
1.20061E+12,33.009998
1.20096E+12,31.959999
1.20105E+12,31.93
1.20113E+12,33.25
1.20122E+12,32.939999
1.20148E+12,32.720001
1.20156E+12,32.599998
1.20165E+12,32.200001
1.20174E+12,32.599998
1.20182E+12,30.450001
1.20208E+12,30.190001
1.20217E+12,29.07
1.20226E+12,28.52
1.20234E+12,28.120001
1.20243E+12,28.559999
1.20269E+12,28.209999
1.20277E+12,28.34
1.20286E+12,28.959999
1.20295E+12,28.5
1.20303E+12,28.42
1.20338E+12,28.17
1.20347E+12,28.219999
1.20355E+12,28.1
1.20364E+12,27.68
1.2039E+12,27.84
1.20398E+12,28.379999
1.20407E+12,28.26
1.20416E+12,27.93
1.20424E+12,27.200001
1.2045E+12,26.99
1.20459E+12,27.59
1.20468E+12,28.120001
1.20476E+12,27.57
1.20485E+12,27.870001
1.20511E+12,28.049999
1.20519E+12,29.280001
1.20528E+12,28.629999
1.20537E+12,28.620001
1.20545E+12,27.959999
1.20571E+12,28.299999
1.2058E+12,29.42
1.20588E+12,28.620001
1.20597E+12,29.18
1.20632E+12,29.17
1.2064E+12,29.139999
1.20649E+12,28.559999
1.20658E+12,28.049999
1.20666E+12,27.91
1.20692E+12,28.379999
1.20701E+12,29.5
1.20709E+12,29.16
1.20718E+12,29
1.20727E+12,29.16
1.20753E+12,29.16
1.20761E+12,28.75
1.2077E+12,28.889999
1.20779E+12,29.110001
1.20787E+12,28.280001
1.20813E+12,28.059999
1.20822E+12,28.25
1.2083E+12,28.950001
1.20839E+12,29.219999
1.20848E+12,30
1.20874E+12,30.42
1.20882E+12,30.25
1.20891E+12,31.450001
1.209E+12,31.799999
1.20908E+12,29.83
1.20934E+12,28.99
1.20943E+12,28.639999
1.20951E+12,28.52
1.2096E+12,29.4
1.20969E+12,29.24
1.20995E+12,29.08
1.21003E+12,29.700001
1.21012E+12,29.209999
1.2102E+12,29.27
1.21029E+12,29.389999
1.21055E+12,29.99
1.21064E+12,29.780001
1.21072E+12,29.93
1.21081E+12,30.450001
1.2109E+12,29.99
1.21116E+12,29.459999
1.21124E+12,28.76
1.21133E+12,28.25
1.21141E+12,28.469999
1.2115E+12,28.049999
1.21185E+12,28.440001
1.21193E+12,28.18
1.21202E+12,28.309999
1.21211E+12,28.32
1.21236E+12,27.799999
1.21245E+12,27.309999
1.21254E+12,27.540001
1.21262E+12,28.299999
1.21271E+12,27.49
1.21297E+12,27.709999
1.21306E+12,27.889999
1.21314E+12,27.120001
1.21323E+12,28.24
1.21332E+12,29.07
1.21357E+12,28.93
1.21366E+12,28.799999
1.21375E+12,28.459999
1.21383E+12,28.93
1.21392E+12,28.23
1.21418E+12,27.969999
1.21427E+12,27.73
1.21435E+12,28.35
1.21444E+12,27.75
1.21452E+12,27.629999
1.21478E+12,27.51
1.21487E+12,26.870001
1.21496E+12,25.879999
1.21504E+12,25.98
1.21539E+12,26.030001
1.21548E+12,25.85
1.21556E+12,25.23
1.21565E+12,25.450001
1.21573E+12,25.25
1.21599E+12,25.15
1.21608E+12,26.15
1.21617E+12,27.26
1.21625E+12,27.52
1.21634E+12,25.860001
1.2166E+12,25.639999
1.21668E+12,25.799999
1.21677E+12,26.43
1.21686E+12,25.440001
1.21694E+12,26.16
1.2172E+12,25.5
1.21729E+12,26.110001
1.21738E+12,26.23
1.21746E+12,25.719999
1.21755E+12,25.440001
1.21781E+12,25.280001
1.21789E+12,26.209999
1.21798E+12,27.02
1.21807E+12,27.389999
1.21815E+12,28.129999
1.21841E+12,27.9
1.2185E+12,28.120001
1.21859E+12,27.91
1.21867E+12,27.91
1.21876E+12,27.809999
1.21902E+12,27.690001
1.2191E+12,27.32
1.21919E+12,27.290001
1.21928E+12,27.18
1.21936E+12,27.84
1.21962E+12,27.66
1.21971E+12,27.27
1.2198E+12,27.559999
1.21988E+12,27.940001
1.21997E+12,27.290001
1.22031E+12,27.1
1.2204E+12,26.9
1.22049E+12,26.35
1.22057E+12,25.65
1.22083E+12,26.120001
1.22092E+12,26.1
1.221E+12,26.440001
1.22109E+12,27.34
1.22118E+12,27.620001
1.22144E+12,26.82
1.22152E+12,25.99
1.22161E+12,24.57
1.2217E+12,25.26
1.22178E+12,25.16
1.22204E+12,25.4
1.22213E+12,25.440001
1.22221E+12,25.719999
1.2223E+12,26.610001
1.22239E+12,27.4
1.22265E+12,25.01
1.22273E+12,26.690001
1.22282E+12,26.48
1.22291E+12,26.25
1.22299E+12,26.32
1.22325E+12,24.91
1.22334E+12,23.23
1.22342E+12,23.01
1.22351E+12,22.299999
1.2236E+12,21.5
1.22386E+12,25.5
1.22394E+12,24.1
1.22403E+12,22.66
1.22412E+12,24.190001
1.2242E+12,23.93
1.22446E+12,24.719999
1.22455E+12,23.360001
1.22463E+12,21.530001
1.22472E+12,22.32
1.22481E+12,21.959999
1.22507E+12,21.18
1.22515E+12,23.1
1.22524E+12,23
1.22532E+12,22.629999
1.22541E+12,22.33
1.22567E+12,22.620001
1.22576E+12,23.530001
1.22584E+12,22.08
1.22593E+12,20.879999
1.22602E+12,21.5
1.22628E+12,21.299999
1.22636E+12,21.200001
1.22645E+12,20.299999
1.22653E+12,21.25
1.22662E+12,20.059999
1.22688E+12,19.32
1.22697E+12,19.620001
1.22705E+12,18.290001
1.22714E+12,17.530001
1.22723E+12,19.68
1.22748E+12,20.690001
1.22757E+12,19.99
1.22766E+12,20.49
1.22783E+12,20.219999
1.22809E+12,18.610001
1.22818E+12,19.15
1.22826E+12,19.870001
1.22835E+12,19.110001
1.22844E+12,19.870001
1.22869E+12,21.01
1.22878E+12,20.6
1.22887E+12,20.610001
1.22895E+12,19.450001
1.22904E+12,19.360001
1.2293E+12,19.040001
1.22939E+12,20.110001
1.22947E+12,19.66
1.22956E+12,19.299999
1.22964E+12,19.120001
1.2299E+12,19.18
1.22999E+12,19.280001
1.23008E+12,19.17
1.23025E+12,19.129999
1.23051E+12,18.959999
1.2306E+12,19.34
1.23068E+12,19.440001
1.23085E+12,20.33
1.23111E+12,20.52
1.2312E+12,20.76
1.23129E+12,19.51
1.23137E+12,20.120001
1.23146E+12,19.52
1.23172E+12,19.469999
1.2318E+12,19.82
1.23189E+12,19.09
1.23198E+12,19.24
1.23206E+12,19.709999
1.23241E+12,18.48
1.2325E+12,19.379999
1.23258E+12,17.110001
1.23267E+12,17.200001
1.23293E+12,17.629999
1.23301E+12,17.66
1.2331E+12,18.040001
1.23319E+12,17.59
1.23327E+12,17.1
1.23353E+12,17.83
1.23362E+12,18.5
1.23371E+12,18.629999
1.23379E+12,19.040001
1.23388E+12,19.66
1.23414E+12,19.440001
1.23422E+12,18.799999
1.23431E+12,19.209999
1.2344E+12,19.26
1.23448E+12,19.09
1.23483E+12,18.09
1.23492E+12,18.120001
1.235E+12,17.91
1.23509E+12,18
1.23535E+12,17.209999
1.23543E+12,17.17
1.23552E+12,16.959999
1.23561E+12,16.42
1.23569E+12,16.15
1.23595E+12,15.79
1.23604E+12,15.88
1.23612E+12,16.120001
1.23621E+12,15.27
1.2363E+12,15.28
1.23656E+12,15.15
1.23664E+12,16.48
1.23673E+12,17.110001
1.23682E+12,17.01
1.2369E+12,16.65
1.23716E+12,16.25
1.23725E+12,16.9
1.23733E+12,16.959999
1.23742E+12,17.139999
1.23751E+12,17.059999
1.23777E+12,18.33
1.23785E+12,17.93
1.23794E+12,17.879999
1.23803E+12,18.83
1.23811E+12,18.129999
1.23837E+12,17.48
1.23846E+12,18.370001
1.23854E+12,19.309999
1.23863E+12,19.290001
1.23872E+12,18.75
1.23898E+12,18.76
1.23906E+12,18.76
1.23915E+12,19.190001
1.23924E+12,19.67
1.23958E+12,19.59
1.23967E+12,19.35
1.23975E+12,18.83
1.23984E+12,19.76
1.23993E+12,19.200001
1.24019E+12,18.610001
1.24027E+12,18.969999
1.24036E+12,18.780001
1.24044E+12,18.92
1.24053E+12,20.91
1.24079E+12,20.4
1.24088E+12,19.93
1.24096E+12,20.25
1.24105E+12,20.26
1.24114E+12,20.24
1.2414E+12,20.190001
1.24148E+12,19.790001
1.24157E+12,19.790001
1.24165E+12,19.32
1.24174E+12,19.42
1.242E+12,19.32
1.24209E+12,19.889999
1.24217E+12,19.75
1.24226E+12,20.059999
1.24235E+12,20.219999
1.2426E+12,20.6
1.24269E+12,20.309999
1.24278E+12,20.379999
1.24286E+12,19.82
1.24295E+12,19.75
1.2433E+12,20.34
1.24338E+12,20.129999
1.24347E+12,20.450001
1.24356E+12,20.889999
1.24381E+12,21.4
1.2439E+12,21.4
1.24399E+12,21.73
1.24407E+12,21.83
1.24416E+12,22.139999
1.24442E+12,22.049999
1.24451E+12,22.08
1.24459E+12,22.549999
1.24468E+12,22.83
1.24476E+12,23.33
1.24502E+12,23.42
1.24511E+12,23.450001
1.2452E+12,23.68
1.24528E+12,23.5
1.24537E+12,24.07
1.24563E+12,23.280001
1.24572E+12,23.34
1.2458E+12,23.469999
1.24589E+12,23.790001
1.24597E+12,23.35
1.24623E+12,23.860001
1.24632E+12,23.77
1.24641E+12,24.040001
1.24649E+12,23.370001
1.24684E+12,23.200001
1.24692E+12,22.530001
1.24701E+12,22.559999
1.2471E+12,22.440001
1.24718E+12,22.389999
1.24744E+12,23.23
1.24753E+12,23.110001
1.24762E+12,24.120001
1.2477E+12,24.440001
1.24779E+12,24.290001
1.24805E+12,24.530001
1.24813E+12,24.83
1.24822E+12,24.799999
1.24831E+12,25.559999
1.24839E+12,23.450001
1.24865E+12,23.110001
1.24874E+12,23.469999
1.24883E+12,23.799999
1.24891E+12,23.809999
1.249E+12,23.52
1.24926E+12,23.83
1.24934E+12,23.77
1.24943E+12,23.809999
1.24952E+12,23.459999
1.2496E+12,23.559999
1.24986E+12,23.42
1.24995E+12,23.129999
1.25004E+12,23.530001
1.25012E+12,23.620001
1.25021E+12,23.690001
1.25047E+12,23.25
1.25055E+12,23.58
1.25064E+12,23.65
1.25073E+12,23.67
1.25081E+12,24.41
1.25107E+12,24.639999
1.25116E+12,24.639999
1.25124E+12,24.549999
1.25133E+12,24.690001
1.25142E+12,24.68
1.25168E+12,24.65
1.25176E+12,24
1.25185E+12,23.860001
1.25194E+12,24.110001
1.25202E+12,24.620001
1.25237E+12,24.82
1.25245E+12,24.780001
1.25254E+12,25
1.25263E+12,24.860001
1.25289E+12,25
1.25297E+12,25.200001
1.25306E+12,25.200001
1.25315E+12,25.299999
1.25323E+12,25.26
1.25349E+12,25.299999
1.25358E+12,25.77
1.25366E+12,25.709999
1.25375E+12,25.940001
1.25384E+12,25.549999
1.2541E+12,25.83
1.25418E+12,25.75
1.25427E+12,25.719999
1.25436E+12,24.879999
1.25444E+12,24.959999
1.2547E+12,24.639999
1.25479E+12,25.110001
1.25487E+12,25.1
1.25496E+12,25.67
1.25505E+12,25.549999
1.25531E+12,25.719999
1.25539E+12,25.809999
1.25548E+12,25.959999
1.25556E+12,26.709999
1.25565E+12,26.5
1.25591E+12,26.360001
1.256E+12,26.370001
1.25608E+12,26.58
1.25617E+12,26.59
1.25626E+12,28.02
1.25652E+12,28.68
1.2566E+12,28.59
1.25669E+12,28.02
1.25677E+12,28.219999
1.25686E+12,27.73
1.25712E+12,27.879999
1.25721E+12,27.530001
1.25729E+12,28.059999
1.25738E+12,28.469999
1.25747E+12,28.52
1.25772E+12,28.99
1.25781E+12,29.01
1.2579E+12,29.120001
1.25798E+12,29.360001
1.25807E+12,29.629999
1.25833E+12,29.540001
1.25842E+12,30
1.2585E+12,30.110001
1.25859E+12,29.780001
1.25868E+12,29.620001
1.25893E+12,29.940001
1.25902E+12,29.91
1.25911E+12,29.790001
1.25928E+12,29.219999
1.25954E+12,29.41
1.25963E+12,30.01
1.25971E+12,29.780001
1.2598E+12,29.83
1.25988E+12,29.98
1.26014E+12,29.790001
1.26023E+12,29.57
1.26032E+12,29.709999
1.2604E+12,29.870001
1.26049E+12,29.85
1.26075E+12,30.110001
1.26084E+12,30.02
1.26092E+12,30.1
1.26101E+12,29.6
1.26109E+12,30.360001
1.26135E+12,30.52
1.26144E+12,30.82
1.26153E+12,30.92
1.26161E+12,31
1.26196E+12,31.17
1.26204E+12,31.389999
1.26213E+12,30.959999
1.26222E+12,30.48
1.26256E+12,30.950001
1.26265E+12,30.959999
1.26274E+12,30.77
1.26282E+12,30.450001
1.26291E+12,30.66
1.26317E+12,30.27
1.26325E+12,30.07
1.26334E+12,30.35
1.26343E+12,30.959999
1.26351E+12,30.860001
1.26386E+12,31.1
1.26395E+12,30.59
1.26403E+12,30.01
1.26412E+12,28.959999
1.26438E+12,29.32
1.26446E+12,29.5
1.26455E+12,29.67
1.26464E+12,29.16
1.26472E+12,28.18
1.26498E+12,28.41
1.26507E+12,28.459999
1.26516E+12,28.629999
1.26524E+12,27.84
1.26533E+12,28.02
1.26559E+12,27.719999
1.26567E+12,28.01
1.26576E+12,27.99
1.26585E+12,28.120001
1.26593E+12,27.93
1.26628E+12,28.35
1.26636E+12,28.59
1.26645E+12,28.969999
1.26654E+12,28.77
1.2668E+12,28.73
1.26688E+12,28.33
1.26697E+12,28.629999
1.26706E+12,28.6
1.26714E+12,28.67
1.2674E+12,29.02
1.26749E+12,28.459999
1.26757E+12,28.459999
1.26766E+12,28.629999
1.26775E+12,28.59
1.26801E+12,28.629999
1.26809E+12,28.799999
1.26818E+12,28.969999
1.26827E+12,29.18
1.26835E+12,29.27
1.26861E+12,29.290001
1.2687E+12,29.370001
1.26878E+12,29.629999
1.26887E+12,29.610001
1.26896E+12,29.59
1.26922E+12,29.6
1.2693E+12,29.879999
1.26939E+12,29.65
1.26948E+12,30.01
1.26956E+12,29.66
1.26982E+12,29.59
1.26991E+12,29.77
1.26999E+12,29.290001
1.27008E+12,29.16
1.27043E+12,29.27
1.27051E+12,29.32
1.2706E+12,29.35
1.27068E+12,29.92
1.27077E+12,30.34
1.27103E+12,30.32
1.27112E+12,30.450001
1.2712E+12,30.82
1.27129E+12,30.870001
1.27138E+12,30.67
1.27164E+12,31.040001
1.27172E+12,31.360001
1.27181E+12,31.33
1.27189E+12,31.389999
